name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
半导体ETF,512480,1.081,10475,10009,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,184867.11,12298,13119,11905,13321,10000,145.3
科创50ETF,588000,1.179,10315,9983,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,285227.17,11337,11755,11720,10000,10000,508.27
医疗ETF,512170,0.512,10000,10020,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,71961.24,10261,10079,9588,10000,10000,174.19
中概互联网ETF,513050,1.053,10019,10478,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,96045.16,10385,10115,10446,7586,7374,364.78
酒ETF,512690,0.843,9871,10012,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,88520.25,9325,9918,11195,20526,10000,88.68
纳指ETF,513100,0.911,10100,9945,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,16978.83,10667,11402,9935,14717,20676,51.5
创业板ETF,159915,2.353,10090,9992,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,135945.39,10289,10325,9829,12698,13672,206.02
证券ETF,512880,0.941,10011,10000,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,124172.07,10456,10829,9823,10129,10573,296.84
芯片ETF,159995,1.271,10470,10000,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,115757.72,12245,12710,11268,13967,10000,204.01
沪深300ETF,510300,4.082,10047,10000,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,170169.65,10192,10528,10017,11398,11426,775.03
游戏ETF,159869,1.377,9914,10022,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,69485.65,14854,18047,16691,10000,10000,6.88
恒生医疗ETF,513060,0.592,10068,9983,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,195729.03,10686,9883,11960,10000,10000,69.51
芯片ETF,512760,1.23,10441,10033,行业，半导体，芯片,0.60%,国泰基金,2019-06-12,中华半导体人民币指数,87302.59,12349,13169,11930,14089,10000,130.09
光伏ETF,515790,1.314,10061,9992,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,78885.79,9440,9563,10453,10000,10000,137.21
创业板50ETF,159949,1.028,10118,9990,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,76170.01,10108,9990,9510,14378,14899,111.37
医药ETF,512010,0.489,10000,10020,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,104942.0,10252,10230,9645,9480,10862,128.64
恒生互联网ETF,513330,0.432,10023,10070,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,180715.96,10286,9330,9730,10000,10000,246.27
黄金ETF,518880,4.362,10037,9991,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,63355.26,10668,10943,11111,11886,16072,97.24
军工ETF,512660,1.108,10009,9982,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,33661.34,9635,10297,10938,14043,12959,104.53
消费ETF,159928,1.003,9921,10010,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,19467.14,9516,9607,10010,12785,18296,109.39
通信ETF,515880,1.117,10063,9991,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,20844.83,11527,13572,13490,10488,10000,13.06
传媒ETF,512980,0.903,9815,10011,行业，TMT，传媒,0.60%,广发基金,2018-01-19,中证传媒指数,33957.33,12918,15075,14333,11459,9243,48.31
恒生ETF,159920,1.131,10044,10018,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,44856.27,10282,10080,10348,8415,7609,163.44
人工智能ETF,159819,0.964,10063,9979,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,25018.03,11643,14324,13027,10000,10000,13.79
基建50ETF,516970,1.332,10270,10015,主题，基建,0.60%,广发基金,2021-07-05,基建工程指数,30977.71,10847,12484,11137,10000,10000,73.53
恒生科技ETF,513130,0.533,10019,9944,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,111829.16,10513,9744,10290,10000,10000,83.52
港股创新药ETF,513120,0.985,10061,10031,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,53934.63,10896,10041,10000,10000,10000,1.85
中证500ETF,510500,6.449,10037,9988,宽基，中小盘,0.60%,南方基金,2013-03-15,中证500指数,184788.2,10300,10955,10874,13205,11658,603.45
创业板成长ETF,159967,0.562,10108,9982,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,11867.38,10036,9982,9640,15259,10000,33.34
银行ETF,512800,1.07,10028,9981,行业，金融，银行,0.60%,华宝基金,2017-08-03,中证银行指数,23138.04,10161,9926,9075,11111,10743,74.57
创新药ETF,159992,0.98,9990,10000,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,91754.62,10359,10459,9684,9432,10000,40.46
新能源车ETF,515030,1.631,10245,10000,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,36451.45,10068,9720,9251,21404,10000,92.92
云计算ETF,516510,1.201,10092,10000,主题，TMT，互联网,0.20%,易方达基金,2021-04-07,云计算指数,12419.91,11604,14975,16318,10000,10000,2.31
新能源ETF,516160,0.947,10139,10000,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,38256.56,9763,9595,9321,10000,10000,28.19
旅游ETF,159766,1.102,9796,10018,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,27660.8,10018,9761,11188,10000,10000,19.41
科创芯片ETF,588200,1.486,10569,10000,行业，半导体，芯片，科创板,0.60%,嘉实基金,2022-10-26,科创芯片指数,46226.64,12866,14455,10000,10000,10000,2.44
5GETF,515050,1.022,10049,9980,主题，新兴产业，5G,0.60%,华夏基金,2019-10-16,5G通信指数,15243.24,11470,12937,12571,10149,10000,83.74
上证50ETF,510050,2.682,10034,9996,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,115796.57,10049,10125,9491,10254,10666,583.03
软件ETF,515230,1.093,10074,9982,主题，新兴产业，软件,0.60%,国泰基金,2021-03-02,软件指数,19267.58,11199,13924,14952,10000,10000,6.14
中证1000ETF,512100,2.798,10058,9986,宽基，中小盘,0.60%,南方基金,2016-11-04,中证1000指数,98116.51,10264,11161,11166,14069,12947,106.09
养殖ETF,159865,0.788,9912,10013,行业，畜牧养殖,0.60%,国泰基金,2021-03-08,中证畜牧指数,14910.19,9949,10064,9359,10000,10000,34.1
豆粕ETF,159985,1.799,9885,9989,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,4602.88,9259,8950,11674,18432,10000,6.36
标普500ETF,513500,1.332,10053,9911,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,9825.45,10431,10614,9955,14549,17176,93.59
港股通医药ETF,513200,1.029,10078,10039,跨境，香港，医药,0.20%,易方达基金,2022-02-11,HKC医药C港元指数,19230.82,10786,10088,12338,10000,10000,1.69
游戏ETF,516010,1.358,9905,9993,主题，游戏,0.60%,国泰基金,2021-03-05,动漫游戏指数,20099.13,14761,17752,16461,10000,10000,4.38
房地产ETF,512200,0.708,9958,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,30098.55,10187,9833,8359,8828,7453,34.5
科技ETF,515000,1.403,10152,9993,主题，新兴产业，科技,0.60%,华宝基金,2019-08-16,科技龙头指数,12547.79,11233,12064,11091,10637,10000,32.65
生物医药ETF,512290,1.269,9992,9984,行业，医药，生物科技,0.60%,国泰基金,2019-05-20,CS生医指数,31519.44,10393,10496,9506,8704,10000,39.53
国防ETF,512670,0.827,10024,9976,行业，军工,0.40%,鹏华基金,2019-08-01,中证国防指数,15193.7,9376,9324,10442,14663,10000,30.32
恒生科技指数ETF,513180,0.537,10019,10019,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,139813.76,10529,9781,10347,10000,10000,168.55
电池ETF,159755,0.859,10238,9988,主题，新兴产业，新能源车，电池,0.60%,广发基金,2021-06-24,新能电池指数,23580.16,10178,9695,9023,10000,10000,22.27
计算机ETF,512720,1.431,10014,9986,行业，计算机,0.60%,国泰基金,2019-08-16,CS计算机指数,16251.33,11119,13500,14002,11778,10000,12.4
教育ETF,513360,0.53,9981,9925,跨境，教育,0.65%,博时基金,2021-06-17,中国教育人民币指数,7738.97,9584,10057,15821,10000,10000,4.89
十年国债ETF,511260,120.16,9992,9982,债券，国债，利率债,0.40%,国泰基金,2017-08-24,10年国债指数,74817.91,10032,10069,10238,10590,11981,6.09
纳指ETF,159941,0.686,10088,9928,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,23702.06,10719,11433,9863,15127,19953,114.77
中药ETF,159647,1.191,9925,10008,行业，医药,0.60%,鹏华基金,2022-07-28,中证中药指数,10727.76,10276,11386,10000,10000,10000,6.29
数字经济ETF,560800,0.825,10098,9964,主题，数字经济,0.60%,鹏扬基金,2022-01-07,数字经济指数,10948.1,11332,12295,12009,10000,10000,5.78
电力ETF,159611,0.901,10112,9978,行业，电力,0.60%,广发基金,2022-01-07,电力指数,13739.36,10204,10440,10961,10000,10000,15.7
券商ETF,512000,0.902,10000,10000,行业，金融，证券,0.60%,华宝基金,2016-09-14,证券公司指数,66862.96,10452,10841,9826,10192,10700,221.08
中概互联ETF,159605,0.766,10013,9922,跨境，中概股,0.60%,广发基金,2021-12-02,中国互联网30人民币指数,100162.76,10079,9527,10758,10000,10000,58.13
大数据ETF,515400,1.059,10067,9991,主题，新兴产业,0.60%,富国基金,2021-01-20,中证数据指数,21332.08,11031,14272,14647,10000,10000,5.35
家电ETF,159996,1.1,9991,10000,行业，家电,0.60%,国泰基金,2020-03-16,家用电器指数,23662.41,10064,10934,11317,12048,10000,18.86
信息技术ETF,159939,0.662,10200,10000,行业，信息技术,0.60%,广发基金,2015-02-05,全指信息,14269.43,11453,13019,12610,11384,11843,23.39
煤炭ETF,515220,2.141,10023,9991,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,18138.02,9571,10056,9171,24502,10000,45.22
新能车ETF,515700,2.127,10221,9986,主题，新兴产业，新能源车,0.20%,平安基金,2020-02-10,新能源车指数,19787.93,10038,9766,9329,23322,10000,56.23
国债ETF,511010,129.715,9998,9994,债券，国债，利率债,0.40%,国泰基金,2013-03-25,5年国债指数,38819.13,10032,10047,10182,10422,11605,6.08
有色金属ETF,512400,1.196,10310,10008,行业，资源，有色金属,0.60%,南方基金,2017-09-01,有色金属指数,15430.11,10510,11251,9731,18428,13453,29.11
智能制造ETF,516800,1.127,10153,9965,主题，智能制造,0.60%,华宝基金,2021-02-19,智能制造指数,1228.2,11192,12536,12481,10000,10000,2.27
恒生科技30ETF,513010,0.547,10037,10018,跨境，香港，科技,0.25%,易方达基金,2021-05-25,恒生科技指数,30186.84,10560,9856,10539,10000,10000,39.78
创业板ETF广发,159952,1.425,10085,9972,宽基，中小盘,0.20%,广发基金,2017-05-19,创业板指,10987.53,10281,10326,9834,12826,13822,21.64
信息安全ETF,159613,1.021,10010,10010,主题，信息安全,0.60%,嘉实基金,2022-01-27,信息安全指数,2647.3,10862,13816,13613,10000,10000,1.42
农业ETF,159825,0.843,9929,10012,行业，农业,0.60%,富国基金,2020-12-29,中证农业指数,12945.37,9780,9825,8827,10000,10000,19.23
VRETF,159786,0.837,10072,9988,主题，增强现实,0.60%,银华基金,2021-08-06,中证VR指数,7958.82,11529,13017,11674,10000,10000,3.16
食品饮料ETF,515170,0.733,9892,10000,行业，食品饮料,0.60%,华夏基金,2021-01-13,细分食品指数,17890.73,9349,9696,10456,10000,10000,41.59
中韩半导体ETF,513310,1.192,10285,9983,跨境，韩国,0.95%,华泰柏瑞基金,2022-12-22,中韩半导体指数,4348.05,11767,12417,10000,10000,10000,3.54
智能汽车ETF,515250,0.914,10144,10000,主题，智能汽车,0.60%,富国基金,2021-01-08,CS智汽车指数,6953.36,10999,11748,11963,10000,10000,6.8
H股ETF,510900,0.806,10050,10000,跨境，香港，中概股,0.75%,易方达基金,2012-10-22,恒生中国企业指数,22602.33,10360,9975,10347,7209,6787,101.03
德国ETF,513030,1.192,10102,10076,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,872.14,10447,11539,12004,13974,11006,4.76
钢铁ETF,515210,1.355,10067,9985,行业，钢铁,0.60%,国泰基金,2020-03-02,中证钢铁指数,7817.36,9699,10569,8895,14211,10000,13.53
金融科技ETF,159851,1.307,10100,10015,主题，金融科技,0.60%,华宝基金,2021-03-19,金融科技指数,3885.7,11365,13488,13215,10000,10000,1.98
沪深300ETF易方达,510310,1.945,10041,9990,宽基，大盘股,0.20%,易方达基金,2013-03-25,沪深300指数,17779.51,10205,10542,10088,11696,11809,166.56
消费50ETF,515650,1.231,9903,10000,行业，消费,0.60%,富国基金,2019-11-11,CS消费50指数,8780.79,9535,9739,10041,12836,10000,20.29
半导体ETF,159813,0.816,10421,10000,行业，半导体，芯片,0.60%,鹏华基金,2020-05-25,国证芯片指数,25200.91,12234,12691,11255,10000,10000,23.4
科创信息技术ETF,588100,1.304,10465,10000,行业，信息技术，科创板,0.60%,嘉实基金,2022-05-27,科创信息指数,10198.98,12267,13770,10000,10000,10000,4.9
可转债ETF,511380,11.408,10055,9969,债券，可转债,0.20%,博时基金,2020-04-07,中证转债及可交换债指数,86084.5,10128,10404,10365,11550,10000,22.07
日经ETF,513520,1.109,10119,9946,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,363.48,10384,10809,10894,12107,10000,0.575
科创50ETF易方达,588080,1.158,10293,9991,宽基，中小盘，科创板,0.60%,易方达基金,2020-11-16,科创50指数,56394.19,11342,11733,11662,10000,10000,169.11
科创50ETF基金,588180,0.728,10268,9986,宽基，中小盘，科创板,0.35%,国联安基金,2021-07-01,科创50指数,4895.01,11340,11742,11611,10000,10000,18.37
龙头券商ETF,159993,1.021,10049,10010,行业，金融，证券,0.60%,鹏华基金,2020-02-07,证券龙头指数,6619.83,10580,10920,10029,11134,10000,13.22
生物科技ETF,159837,0.618,9984,9984,主题，新兴产业，生物科技,0.20%,易方达基金,2021-01-27,中证生科指数,5593.75,10317,10369,9156,10000,10000,15.72
地产ETF,159707,0.917,9946,9978,行业，金融，房地产,0.60%,华宝基金,2021-11-12,800地产指数,5162.5,10373,10022,8239,10000,10000,2.74
能源化工ETF,159981,1.596,10185,9987,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,1299.72,10377,10556,9489,20101,10000,4.07
软件ETF,159852,1.097,10046,9991,主题，新兴产业，软件,0.60%,嘉实基金,2021-02-09,软件服务指数,13786.74,11070,13460,14666,10000,10000,4.94
中概互联网ETF,159607,0.767,10026,9922,跨境，中概股,0.60%,嘉实基金,2021-12-02,中国互联网30人民币指数,36099.36,10079,9516,10757,10000,10000,17.02
纳斯达克ETF,513300,1.13,10080,9965,跨境，美国,0.80%,华夏基金,2020-11-05,纳斯达克100指数,5126.42,10741,11244,9982,10000,10000,12.43
建材ETF,159745,0.802,10050,9988,行业，建筑材料,0.60%,国泰基金,2021-06-18,建筑材料指数,5781.07,9816,10335,8813,10000,10000,7.45
汽车ETF,516110,0.968,10157,10000,行业，汽车,0.60%,国泰基金,2021-05-07,800汽车指数,5475.51,10010,9949,10828,10000,10000,7.88
证券保险ETF,512070,0.64,10031,10000,行业，金融,0.60%,易方达基金,2014-07-18,300非银指数,11436.78,10273,10475,10207,9639,10175,55.61
红利低波ETF,512890,0.919,9957,10022,策略，红利,0.60%,华泰柏瑞基金,2019-01-18,红利低波指数,2959.64,10408,11235,10824,16940,10000,2.58
5GETF,159994,0.842,10120,9988,主题，新兴产业，5G,0.60%,银华基金,2020-02-28,5G通信指数,4346.43,11503,12914,12567,10048,10000,18.53
央企共赢ETF,517090,1.284,10118,10000,主题，国企,0.30%,国泰基金,2021-12-28,富时中国国企开放共赢指数,4952.7,10709,12148,12045,10000,10000,0.836
港股科技ETF,513020,0.805,10100,9938,跨境，香港，科技,0.60%,国泰基金,2022-02-08,HKC科技人民币指数,3773.18,10748,10139,10495,10000,10000,3.0
电池ETF,561910,0.669,10183,9985,主题，新兴产业，新能源车，电池,0.60%,招商基金,2021-08-12,CS电池指数,5957.64,9882,9463,9253,10000,10000,2.94
云计算ETF,159890,1.222,10058,9984,主题，TMT，互联网,0.25%,招商基金,2021-04-02,云计算指数,2001.1,11583,14939,16272,10000,10000,0.522
科创信息ETF,588260,1.302,10433,9977,行业，信息技术，科创板,0.60%,华安基金,2022-05-27,科创信息指数,4795.0,12260,13763,10000,10000,10000,2.09
能源ETF,159930,1.171,10034,10000,行业，资源，能源,0.60%,汇添富基金,2013-09-16,中证能源指数,2505.4,10183,11089,10833,20190,15013,2.14
港股通互联网ETF,159792,0.659,10000,10000,跨境，香港，互联网,0.60%,富国基金,2021-09-28,HKC互联网指数,45983.12,10313,9204,10663,10000,10000,38.4
短融ETF,511360,106.915,10000,10000,债券，信用债，短期融资券,0.20%,海富通基金,2020-09-25,中证短融指数,685227.91,10026,10071,10212,10000,10000,129.76
医疗器械ETF,159883,0.672,10000,10015,行业，医药，医疗器械,0.60%,永赢基金,2021-04-30,医疗器械指数,13590.89,10228,10402,9985,10000,10000,22.83
医药卫生ETF,159938,0.83,9964,9976,行业，医药,0.60%,广发基金,2015-01-08,全指医药,6536.85,10260,10533,10197,10520,11488,32.94
稀土ETF,516780,1.124,10099,10018,主题，稀土,0.60%,华泰柏瑞基金,2021-03-08,稀土产业指数,3954.93,10126,10695,10466,10000,10000,7.87
中国国企ETF,517180,1.358,10165,10015,主题，国企,0.30%,南方基金,2021-12-28,富时中国国企开放共赢指数,6360.47,10744,12751,12715,10000,10000,0.41
中国A50ETF,563000,0.811,10037,9988,MSCI,0.60%,易方达基金,2021-11-08,MSCI中国A50互联互通人民币指数,8863.78,10000,10050,9530,10000,10000,70.54
网购ETF,517280,0.942,9947,9958,跨境，香港，线上消费,0.60%,天弘基金,2021-12-03,SHS线上消费人民币指数,2520.66,11432,11587,12092,10000,10000,0.379
畜牧ETF,159867,0.79,9925,10025,行业，畜牧业,0.60%,鹏华基金,2021-03-05,中证畜牧指数,4169.49,9987,10115,9518,10000,10000,5.22
香港证券ETF,513090,1.112,10000,10054,跨境，香港,0.20%,易方达基金,2020-03-26,香港证券港元指数,25569.43,10402,10344,10174,10934,10000,11.28
国证2000ETF,159628,1.059,10028,9991,宽基，中小盘,0.60%,万家基金,2022-07-18,国证2000指数,4973.26,10292,11302,10000,10000,10000,2.55
电子ETF,159997,1.09,10244,10009,行业，电子,0.60%,天弘基金,2020-03-20,CS电子指数,9178.44,11633,12689,11758,12233,10000,12.19
新能源龙头ETF,159752,0.735,10152,10014,主题，新兴产业，新能源,0.60%,申万菱信基金,2021-07-28,新能源指数,1499.01,9853,9595,8834,10000,10000,2.24
半导体龙头ETF,159665,1.265,10446,9992,行业，半导体，芯片,0.52%,工银瑞信基金,2023-01-06,国证芯片指数,4725.11,12222,10000,10000,10000,10000,10.79
上证指数ETF,510210,0.978,10051,9980,宽基，综合,0.60%,富国基金,2011-03-25,上证指数,10199.26,10306,10952,10712,13263,13364,10.74
深证100ETF,159901,3.04,10036,9990,宽基，大盘股,0.60%,易方达基金,2006-04-24,深证100指数,13065.09,10140,10418,9922,12102,12722,64.22
人工智能50ETF,517800,0.806,9975,10000,主题，新兴产业，人工智能,0.60%,方正富邦基金,2021-08-26,SHS人工智能50人民币指数,592.49,11273,12400,12324,10000,10000,0.498
化工ETF,159870,0.753,10067,10013,行业，化工,0.60%,鹏华基金,2021-03-03,细分化工指数,6367.55,9654,10000,8943,10000,10000,8.99
城投债ETF,511220,9.684,10017,10000,债券，企业债，信用债,0.40%,海富通基金,2014-12-16,沪城投债指数,51917.04,10124,10141,10153,10966,12305,13.37
互联网龙头ETF,159856,0.639,10063,10000,主题，互联网,0.52%,工银瑞信基金,2021-02-01,SHS互联网人民币指数,1734.78,11094,11811,12579,10000,10000,4.29
医疗创新ETF,516820,0.515,10019,10019,行业，医药,0.60%,平安基金,2021-07-01,CS医药创新指数,4816.0,9904,9735,8293,10000,10000,8.35
科技100ETF,515580,0.861,10012,9988,主题，新兴产业，科技,0.60%,华泰柏瑞基金,2019-10-28,科技100指数,2832.03,10709,11925,11495,15626,10000,6.79
锂电池ETF,159840,0.684,10240,10000,主题，新兴产业，新能源车，电池,0.52%,工银瑞信基金,2021-08-20,新能电池指数,15731.8,10133,9702,9132,10000,10000,7.44
黄金ETF,159934,4.315,10035,9986,商品，黄金,0.60%,易方达基金,2013-12-16,黄金9999指数,20915.88,10662,10941,11090,11854,15981,32.84
有色ETF,159980,1.565,10156,9994,商品，有色金属,0.70%,大成基金,2019-12-24,上期有色金属指数,4582.31,10176,9793,9249,18051,10000,3.0
香港医药ETF,513700,0.622,10081,10000,跨境，香港，医药,0.60%,鹏华基金,2021-08-06,HKC医药C人民币指数,10717.05,10761,10065,12244,10000,10000,4.34
双创50ETF,159781,0.628,10211,10000,宽基，中小盘,0.60%,易方达基金,2021-07-05,科创创业50指数,14510.71,10432,10449,10178,10000,10000,61.58
医药龙头ETF,515950,1.294,10000,9992,行业，医药,0.60%,富国基金,2020-04-01,医药50指数,5673.2,10327,10520,10008,11616,10000,7.25
中药ETF,560080,1.3,9931,10000,行业，医药,0.60%,汇添富基金,2022-10-17,中证中药指数,5296.5,10260,11394,10000,10000,10000,18.27
中药50ETF,562390,1.189,9941,9992,行业，医药,0.60%,银华基金,2022-07-28,中证中药指数,1918.18,10285,11378,10000,10000,10000,0.788
资源ETF,510410,1.165,10130,10009,行业，资源,0.60%,博时基金,2012-05-11,上证资源指数,2827.48,10365,11300,10477,21182,15229,3.75
创新药ETF易方达,516080,0.72,10000,10014,行业，医药,0.20%,易方达基金,2021-02-23,CS创新药指数,1184.16,10405,10557,9972,10000,10000,2.55
游戏沪港深ETF,517500,1.492,9973,9933,主题，游戏,0.60%,国泰基金,2022-03-15,SHS动漫游戏指数,1236.1,13944,16578,15672,10000,10000,0.545
人工智能ETF,515980,1.063,10057,10009,主题，新兴产业，人工智能,0.60%,华富基金,2020-02-10,人工智能指数,4208.86,11542,14211,12963,10535,10000,2.97
人工智能AIETF,515070,1.232,10041,9984,主题，新兴产业，人工智能,0.60%,华夏基金,2019-12-24,CS人工智能指数,7528.97,11634,14326,12996,11869,10000,6.41
中证500指数ETF,512510,1.707,10029,9982,宽基，中小盘,0.20%,华泰柏瑞基金,2015-06-12,中证500指数,1631.66,10302,11013,11020,14805,13656,5.19
沪深300增强ETF,561990,0.838,10024,9988,宽基，大盘股,0.60%,招商基金,2021-12-10,沪深300指数,7777.4,10084,10397,10084,10000,10000,6.69
